D. A. Turner;journals/spe/Turner79|conf/fpca/Turner85;Fachhochschule Düsseldorf;http://www.fh-duesseldorf.de/;N/A
D. Abderrahmane;conf/vldb/CooperADA87;Unilever;;N/A
D. Ackley;conf/er/AckleyCSTTTZ90;Fachhochschulstudiengänge Wels;http://www.fh-wels.at/;N/A
D. Alton;conf/icde/EichmannA91;Plymouth State College;http://www.plymouth.edu/;N/A
D. Austin Henderson Jr.;journals/tog/HendersonC86|conf/aaai/TouWFHM82|conf/aaai/FikesH80;British College of Osteopathic Medicine;http://www.bcom.ac.uk/;N/A
D. B. Childs;conf/er/CallenderYC83;Klaipeda University;http://www.ku.lt/;N/A
D. B. Russell;journals/cacm/WulfR71;Reformed Theological Academy of Debrecen;http://www.drk.hu/;N/A
D. Baer;journals/cacm/LawrieLBR75;University of Negros Occidental-Recoletos;http://www.uno-r.edu.ph/;N/A
D. Calcinelli;conf/ssd/CalcinelliM91;University of Alaska - Fairbanks;http://www.uaf.edu/;N/A
D. Chai;conf/er/TingC79;Adnan Menderes University;http://www.adu.edu.tr/;conf/btw/RichS93|conf/pods/LevyS97|journals/computer/PoggioGCMAWH85|conf/ssdbm/ChanEGHKMMOSW83|conf/er/Pokorny88|journals/tcs/KimS92|journals/cacm/DaleyD68
D. Cho;conf/icde/BelfordLCCEGHKKLMMSYZRL84;Siam Technology College;http://www.siamtechu.net/;N/A
D. Chow;journals/jacm/ChowY82;Pomorsk State University;http://www.pomorsu.ru/;N/A
D. D. Karunaratna;conf/krdb/KarunaratnaGF98;Quantum-Veritas International University;http://www.qvius.edu/;N/A
D. DeJong;conf/sigmod/YaoD78;Long Island University, Southampton College;http://www.southampton.liunet.edu/;N/A
D. Derochette;journals/cacm/GelenbeD78;University of Benin;http://www.uniben.edu/;N/A
D. E. Gold;journals/cacm/GoldK74;Harding University Graduate School of Religion;http://www.hugsr.edu/;N/A
D. F. Leu;conf/dasfaa/ChangL89a;British College of Osteopathic Medicine;http://www.bcom.ac.uk/;N/A
D. G. Matsakis;journals/cj/BurtonKMK90;Kent State University - Stark;http://www.stark.kent.edu/;N/A
D. G. Shin;conf/icde/Shin91|conf/sigmod/ShinI85;American-European School of Management ;http://www.aesom.com/;N/A
D. Gareth Loy;journals/csur/LoyA85;Gifu University for Education and Languages;http://www.gifu-kyoiku.ac.jp/;N/A
D. Gelatt Jr.;journals/science/KirkpatrickGV83;Institut National Polytechnique de Grenoble;http://www.inpg.fr/;N/A
D. Gershkovich;conf/kdd/DomshlakGGLMRS98;Siemens;;N/A
D. H. Anderson;journals/sigops/WilkinsonACHMVWW81;International Culinary Institute (ICI);http://www.ici-luzern.com/;N/A
D. H. D. West;journals/cacm/West79;Lyon College;http://www.lyon.edu/;N/A
D. H. O. Ling;conf/icde/BellLM89|journals/infsof/BellGL87;College of St. Elizabeth;http://www.st-elizabeth.edu/;N/A
D. H. Schelleng;conf/mm/LittleAFGRSV93;Al-Yamamah College;http://www.alyamamah.edu.sa/;N/A
D. Hong;conf/sigmod/HongJC93|conf/rtdb/HongCJ96;University of Adelaide;http://www.adelaide.edu.au/;N/A
D. I. Bevan;conf/parle/Bevan87;Unilever;;N/A
D. I. Howells;conf/vldb/HowellsFG87;Grodno State University Yanka Kupaly;http://www.grsu.by/;N/A
D. J-Lewis;conf/icde/BodorikSJ92;Castleton State College;http://www.csc.vsc.edu/;N/A
D. J. Fuehrer;journals/is/TangFL85;Saybrook Institute;http://www.saybrook.org/;N/A
D. J. Moore;conf/popl/GansnerHKMS82;University of Pittsburgh at Bradford;http://www.upb.pitt.edu/;N/A
D. J. Orser;journals/toms/WyattLO76;Sultan Idris Shah Polytechnic;http://www.psis.edu.my/;N/A
D. J. Rees;journals/cj/Rees75;Universidad Autónoma de Nuevo León;http://www.uanl.mx/;N/A
D. J. Thomsen;conf/dbsec/HaighOT90;Mitsubishi Electric;;N/A
D. Jagannathan;conf/sigmod/JagannathanGFTT88;Sanofi;;N/A
D. Janaki Ram;conf/vldb/RamakrishnanR96;Universidad Técnica Estatal de Quevedo;http://www.uteq.edu.ec/;N/A
D. Jason Penney;conf/oopsla/PenneyS87;Fachhochschule JOANNEUM;http://www.fh-joanneum.at/;N/A
D. Jefferson;conf/vldb/LumGSTJSFTYRKNSABJ79;Hitachi;;N/A
D. Kerr;conf/coopis/NorrieK95;University of Ghana;http://www.ug.edu.gh/;N/A
D. Kotsis;journals/cacm/QuittnerCHKV81;Coker College;http://www.coker.edu/;N/A
D. Kroenke;conf/icde/DecorteEKK92;Universidade Estadual de Maringá;http://www.uem.br/;N/A
D. Kruger;conf/ssdbm/WartelleKJK83;Osaka University;http://www.osaka-u.ac.jp/;N/A
D. L. Bernhardt;journals/debu/JohnsonB82;Geely;;N/A
D. L. Burkes;conf/compcon/BurkesT90;Universidad Agroforestal Fernando A.Meriño;http://www.uafam.edu.do/;N/A
D. L. Childs;conf/vldb/Childs77;Sultan Idris Shah Polytechnic;http://www.psis.edu.my/;N/A
D. Lee;conf/vldb/TsichritzisCEFLLVW83;Indian Institute of Technology, Guwahati;http://www.iitg.ernet.in/;N/A
D. Lifka;conf/ssdbm/GrossmanQVXDLMQMLMPBCLLNSS94;Universitas Siliwangi;http://www.unsil.ac.id/;N/A
D. Liu;conf/ssdbm/GrossmanQVXDLMQMLMPBCLLNSS94;Chongqing Three Gorges University;http://www.sanxiau.edu.cn/;N/A
D. M. Chiu;conf/sigmod/ChiuH80;University of National and World Economy;http://www.unwe.acad.bg/;N/A
D. M. Jackson;conf/rex/SchneiderDJRRR91;Cyberjaya University College of Medical Science;http://www.cybermed.edu.my/;N/A
D. M. Tolbert;conf/sigmod/JagannathanGFTT88;Ibaraki Prefectural University of Health Sciences;http://www.ipu.ac.jp/;N/A
D. M. Yates;conf/ifip/CashinRY74;British College of Osteopathic Medicine;http://www.bcom.ac.uk/;N/A
D. Maino;conf/dasfaa/MainoMN93;Hon Hai Precision Industry;;N/A
D. McCue;conf/er/McCueP79;Da-Yeh University;http://www.dyu.edu.tw/;N/A
D. Michael DeVaney;conf/ssdbm/CushingMRAFD94|conf/ssdbm/CushingMRDF92;Johannes-Gutenberg Universität Mainz;http://www.uni-mainz.de/;N/A
D. Miller;journals/cj/FeldmanM86;Belarussian State Technological University;http://www.bstu.unibel.by/;N/A
D. Mishra;journals/dke/ChakravarthyM94;Apple;;N/A
D. N. Kamber;conf/vldb/OrensteinK95;Wilmar International;;N/A
D. N. P. Kannangara;conf/dpds/DeenKT90;Arab Open University;http://www.aou.org.bh/;N/A
D. Neff;conf/icde/BelfordLHHKKKLMNNQRYZ86;University of Leeds;http://www.leeds.ac.uk/;N/A
D. Nikodem;journals/cj/DeenNV81;Bundelkhand University;http://www.bundelkhanduniversity.org/;N/A
D. P. Anderson;journals/tog/Anderson83;Mitsubishi Electric;;N/A
D. P. Chang;journals/sigops/WilkinsonACHMVWW81;Bard College;http://www.bard.edu/;N/A
D. P. Yeager;journals/cacm/NortonY85;Universidad Técnica Estatal de Quevedo;http://www.uteq.edu.ec/;N/A
D. Pascot;conf/er/TardieuPNH79;Meio University;http://www.meio-u.ac.jp/;N/A
D. Potier;conf/icse/PotierAFB82;Pennsylvania State University - Abington;http://www.abington.psu.edu/;N/A
D. R. McGregor;conf/er/McGregorM81|conf/vldb/McGregorTD76|journals/spe/OwolabiM88|conf/sigir/McGregorM80;China National Building Material Group;;N/A
D. S. Rund;conf/vldb/LumGSTJSFTYRKNSABJ79;Ibaraki Prefectural University of Health Sciences;http://www.ipu.ac.jp/;N/A
D. Scott Mackay;journals/sigmod/Mackay99;Reformed Theological Academy of Debrecen;http://www.drk.hu/;N/A
D. Sim;conf/vldb/GohOST99;Fachhochschule JOANNEUM;http://www.fh-joanneum.at/;N/A
D. Sivakumar;conf/pods/KumarRRSTU00;Bayer;;N/A
D. Smith;conf/vldb/LumGSTJSFTYRKNSABJ79;Birla Institute of Technology, Ranchi;http://bitmesraranchi.org/;N/A
D. Steiger;conf/ssdbm/GilgenS92;Moscow Power Engineering Institute (Technical University);http://www.mpei.ac.ru/;N/A
D. Stieger;journals/ipm/FreiS95|conf/echt/FreiS92;Bundelkhand University;http://www.bundelkhanduniversity.org/;N/A
D. T. Johnson;journals/ipl/YuJ76;Tabari Institute of Higher Education;http://www.tabari.ac.ir/ ;N/A
D. T. Lee;journals/tods/LeeW80|journals/acta/LeeW77|journals/tc/LeeP84|journals/bit/ChazelleGL85|journals/siamcomp/ChazelleDL86|journals/siamcomp/GuptaLW82|conf/stoc/LeeP76;Panasonic;;N/A
D. Terral;conf/isca/Gonzalez-RubioRT84;Gordon Conwell Theological Seminary;http://www.gcts.edu/;N/A
D. Tyron;conf/er/AckleyCSTTTZ90;Instituto Politécnico de Leiria;http://www.iplei.pt/;N/A
D. Valsamis;conf/ssdbm/GrossmanQVXDLMQMLMPBCLLNSS94;Symbiosis International University;http://www.siu.edu.in/;N/A
D. W. Shieh;journals/tse/DuHJS83;British Columbia Institute of Technology;http://www.bcit.ca/;N/A
D. Wildfogel;conf/vldb/WildfogelY97;Lampang Vocational College   ;http://www.lampangvc.ac.th/;N/A
D. Y. Montuno;journals/tog/FournierM84;Hengli Group;;N/A
D. Y. Rowland;conf/dexa/OzsoyogluDTHR91;Dalhousie University;http://www.dal.ca/;N/A
Dadong Wan;conf/cikm/SegevWB95|conf/cscw/WanJ94;Mitsubishi Heavy Industries;;N/A
Dae Young Huh;conf/dasfaa/ParkH97;Lumbini Buddhist University;http://www.lbu.edu.np/;N/A
Dae-Ho Baek;conf/sigir/BaekLR00;Persian Gulf University;http://www.pgu.ac.ir/;N/A
Daeweon Son;conf/ssdbm/SonE96;Lumbini Buddhist University;http://www.lbu.edu.np/;N/A
Dag I. K. Sjøberg;conf/dbpl/SjobergALT93|conf/pos/SjobergCWA94;Catholic University in Ruzomberok;http://www.ku.sk/;N/A
Dagmar Köhler;conf/scm/BaumannK88;Mitsubishi;;N/A
Dagobert Soergel;conf/sigir/LinSM91;University of South Africa;http://www.unisa.ac.za/;N/A
Dah-Ming W. Chiu;journals/jacm/BernsteinC81|journals/siamcomp/ChiuBH84;Massey University;http://www.massey.ac.nz/;N/A
Dahlia Malkhi;journals/dc/MalkhiR98|conf/podc/DolevFKM97|conf/podc/MalkhiRW97;University of National and World Economy;http://www.unwe.acad.bg/;N/A
Daisuke Tomoda;conf/icde/TomodaTI86;Zhengzhou University of Technology;http://www.zzut.edu.cn/;N/A
Dale C. Sutcliffe;journals/cn/MichardCSSSV98;Queensland University of Technology;http://www.qut.edu.au/;N/A
Dale E. Jordan;conf/pacific/Jordan75;Sibelius Academy;http://www.siba.fi/;conf/sigmod/BreitbartS88|conf/er/ThompsonS97|conf/objekt/DesslochHLM92|conf/meta/Subrahmanian88
Dale M. Johnson;conf/sp/WittboldJ90;Evangel University;http://www.evangel.edu/;N/A
Dale Miller 0001;journals/apal/MillerNPS91|journals/jacm/NadathurM90|journals/jlp/Miller89|conf/slp/Miller86|conf/iclp/MillerN86;Pomorsk State University;http://www.pomorsu.ru/;N/A
Dale Skeen;conf/sigmod/Skeen81|conf/sigmod/ChanDFGRS83|conf/pods/Skeen83|conf/pods/SkeenW84|conf/pods/AbbadiSC85|conf/pods/GoodmanSCDFR83|journals/csur/DavidsonG85|journals/tse/SkeenS83|conf/berkeley/SkeenS81|conf/berkeley/Skeen82|conf/podc/DworkS84|conf/podc/DworkS83|conf/sosp/OkiPSS93;Universität Hildesheim;http://www.uni-hildesheim.de/;N/A
Dalia Malki;conf/ftcs/AmirDKM92;Czech Technical University of Prague;http://www.cvut.cz/;N/A
Dalila Kerkouba;conf/sigir/ChiaramellaDBK86;Arkansas State University, Mountain Home;http://www.asumh.edu/;N/A
Dalit Naor;conf/deductive/TsurON90;Western Michigan University;http://www.wmich.edu/;N/A
Dallan Quass;conf/icde/LabioQA97|conf/er/EmbleyCJLNQS98|conf/sigmod/ONeilQ97|conf/sigmod/QuassW97|conf/sigmod/MumickQM97|conf/sigmod/QuassWGHLMNRRAUW96|conf/vldb/GuptaHQ95|conf/icdt/KawaguchiLMQR97|journals/jiis/Garcia-MolinaPQRSUVW97|journals/sigmod/McHughAGQW97|journals/dke/EmbleyCJLNQS99|journals/jodl/AbiteboulQMWW97|conf/dood/QuassRSUW95|conf/views/Quass96|conf/pdis/QuassGMW96|conf/ngits/Garcia-MolinaQPRSUW95;Zaporizhzhe National University;http://www.znu.edu.ua/;N/A
Dallas E. Webster;journals/computer/Webster88|conf/icse/BiggerstaffMW93;Fachhochschule JOANNEUM;http://www.fh-joanneum.at/;N/A
Dallas E. Wrege;conf/sigmetrics/KnightlyWLZ95;Panasonic;;N/A
Damian M. Saccocio;journals/cacm/LanderLS91|journals/computer/LanderLS91;SABIC;;N/A
Damian Niwinski;conf/pods/ChomickiN93|conf/edbt/TomanN96|journals/jcss/ChomickiN95;Fachhochschulstudiengänge Wels;http://www.fh-wels.at/;N/A
Damianos Chatziantoniou;conf/icde/Chatziantoniou99|conf/vldb/ChatziantoniouR97|conf/vldb/ChatziantoniouR96|conf/edbt/RossSC98|conf/ssdbm/Chatziantoniou99|conf/kdd/Chatziantoniou99;JBS S.A.;;N/A
Damien Ehret;journals/ijmms/EshelmanEMT87;St. Petersburg State Technical University;http://www.unilib.neva.ru/;N/A
Damien Guillaume;journals/corr/McGrathFPG99;Nissan;;N/A
Damjan Bojadziev;journals/jlp/Bojadziev86;California Institute of Integral Studies;http://www.ciis.edu/;N/A
Dan A. Simovici;journals/is/SimoviciS89|journals/mscs/BaclawskiSW94;Lockheed Martin;;N/A
Dan Ash;journals/computer/ColemanALO94;Al al-Bayt University;http://www.aabu.edu.jo/;N/A
Dan Benson;conf/spieSR/AhangerBL95|conf/oopsla/BensonZ91;University of Wisconsin - Stout;http://www.uwstout.edu/;N/A
Dan C. Marinescu;journals/tkde/LinCWM93;Karlshochschule International University;http://www.karlshochschule.de/;N/A
Dan C. Stefanescu;journals/is/SimoviciS89;Kyoritsu Woman's University;http://www.kyoritsu-wu.ac.jp/;N/A
Dan Crowley;conf/icde/ONeilWFCM98;Huawei;;N/A
Dan DiPasquo;conf/widm/BarishDKM99|conf/aaai/CravenFMMNS98;Baltimore International College;http://www.bic.edu/;N/A
Dan Duchamp;journals/debu/SpectorBDDDEMT86|conf/hpts/SpectorEDDBDPT87|conf/pdis/TaitD91|conf/sosp/SpectorDDEP85|conf/sosp/Duchamp89|conf/sigcomm/IoannidisDM91;Fachhochschule St. Gallen;https://www.fhsg.ch/;N/A
Dan E. Willard;conf/sigmod/Willard86|conf/sigmod/Willard84|conf/pods/Willard90|journals/ipl/Willard83|journals/iandc/Willard92|journals/iandc/Willard89|journals/jacm/WillardL85|journals/jacm/Willard91|journals/jacm/Willard87|journals/jacm/BakerCW85|journals/jcss/FredmanW93|journals/jcss/Willard84|journals/siamcomp/Willard82|journals/siamcomp/Willard85|journals/siamcomp/Willard85a|conf/stoc/Willard82|conf/stoc/Willard84|conf/icalp/Willard84;Florida Christian College;http://www.fcc.edu/;N/A
Dan Frank;conf/oodbs/KhoshafianF88;Institut National Polytechnique de Grenoble;http://www.inpg.fr/;N/A
Dan Frankowski;journals/tkde/RiedlMSCF93;American-European School of Management ;http://www.aesom.com/;N/A
Dan Geiger;journals/ml/HeckermanGC95|conf/kdd/BennettFG99;Ecole Nationale Supérieure des Industries Textiles de Mulhouse;http://www.ensitm.fr/;N/A
Dan Gerson;journals/debu/WeinrebFGL88;Queensland University of Technology;http://www.qut.edu.au/;N/A
Dan Gusfield;journals/siamcomp/Gusfield87a|journals/siamcomp/Gusfield88|conf/sp/Gusfield90;BASF;;N/A
Dan Hoey;conf/focs/ShamosH75|conf/focs/ShamosH76;University of National and World Economy;http://www.unwe.acad.bg/;N/A
Dan I. Moldovan;journals/tkde/MoldovanLL93|journals/tkde/KimKM93|journals/tkde/ChungM95|journals/tkde/DixitM91|journals/tkde/KimM95|journals/computer/MoldovanLLC92|conf/aaai/LeeM90|conf/ijcai/KitanoMC91;Lincoln University Pennsylvania;http://www.lincoln.edu/;N/A
Dan Ingalls;conf/oopsla/IngallsWCLD88;University of the Air;http://www.u-air.ac.jp/;N/A
Dan Kogan;conf/icde/Kogan84;Saybrook Institute;http://www.saybrook.org/;N/A
Dan McNabb;conf/vldb/KimLMP84|journals/debu/PlouffeKLM84;Universidad Técnica Estatal de Quevedo;http://www.uteq.edu.ec/;N/A
Dan Shapiro;conf/cscw/Shapiro94;Perm State Pharmaceutical Academy;http://www.psfa.ru/;N/A
Dan Sommerfield;conf/kdd/KohaviS95;Agricultural University of Georgia;http://www.agruni.edu.ge/;N/A
Dan Suciu;journals/sigmod/LiefkeS00|journals/debu/FernandezFLS98|journals/debu/DeutschFFLMS99|conf/icde/FernandezS98|conf/sigmod/FlorescuLMS99|conf/sigmod/FernandezFKLS98|conf/sigmod/BunemanDHS96|conf/sigmod/DeutschFS99|conf/sigmod/LiefkeS00|conf/sigmod/Carey00|conf/sigmod/FernandezFKLS97|conf/vldb/FlorescuLSY99|conf/vldb/Suciu96a|conf/vldb/Suciu96|conf/pods/LevyS97|conf/pods/MiloS99|conf/pods/PapadimitriouSV96|conf/pods/SuciuP94|conf/pods/MiloSV00|conf/pods/FlorescuLS98|conf/pods/SuciuT94|conf/dbpl/Suciu93|conf/dbpl/BunemanDS95|conf/dbpl/FernandezPS97|conf/dbpl/GyssensSG95|conf/icdt/MiloS99|conf/icdt/Suciu95|conf/icdt/SuciuW95|conf/icdt/BunemanDFS97|journals/sigmod/FernandezFLS97|journals/sigmod/Suciu97|journals/sigmod/BunemanLSTW94|journals/vldb/BunemanFS00|journals/cn/FernandezTS00|journals/cn/DeutschFFLS99|journals/tcs/Suciu97|conf/sigmod/Suciu99|conf/webdb/FlorescuLSY99|conf/krdb/FernandezFLS98|conf/cikm/JacobsonKSS98|conf/fodo/Suciu98;Evangel University;http://www.evangel.edu/;N/A
Dan Tian;conf/dasfaa/Tian95;Universidade Vale do Rio Doce;http://www.univale.br/;N/A
Dan W. Hammerstrom;conf/asplos/PollackCHKLR82;Boeing;;N/A
Dan Ziskin;conf/ssdbm/KafatosWLYZ98|conf/ssdbm/KafatosLYHKWWWZ97;Universidad Nacional de General Sarmiento;http://www.ungs.edu.ar/;N/A
Dan Zivkovic;conf/spieSR/NiblackZHBPPFUNSDYSZP98;Tokyo University of Agriculture and Technology;http://www.tuat.ac.jp/;N/A
Dana Angluin;journals/acta/BuddA82|journals/iandc/Angluin78|journals/iandc/Angluin80|journals/iandc/Angluin87|journals/csur/AngliunS83|journals/jcss/AngluinV79|journals/ml/AngluinFP92|journals/ml/Angluin87|conf/stoc/Angluin79|conf/focs/AngluinFP90;University of Benin;http://www.uniben.edu/;N/A
Dana E. Madison;conf/icde/MadisonW87;Hanover College;http://www.hanover.edu/;N/A
Dana H. Ballard;journals/cacm/Ballard81;Chiang Mai Vocational College;http://www.cmvc.ac.th/;N/A
Dana S. Nau;journals/tkde/SubrahmanianNV95|journals/ai/NauKK84|journals/dke/ShimSN94|conf/eds/NauR84;Sinochem;;N/A
Dana S. Scott;conf/icalp/Scott82|conf/ifip/ScherlisS83;Groupe Sup de Co Amiens Picardie;http://www.supco-amiens.fr/;N/A
Danco Davcev;journals/tse/Davcev89|conf/sosp/DavcevB85|conf/mm/CakmakovD93;Bard College;http://www.bard.edu/;N/A
Danette Chimenti;journals/tkde/ChimentiGKNTZ90|conf/vldb/ChimentiGK89|conf/edbt/ChimentiGK90|journals/debu/ChimentiOKTWZ87;Universitas Negeri Padang;http://www.unp.ac.id/;N/A
Dani Zweig;journals/tse/BankerKZ93;Universität Hildesheim;http://www.uni-hildesheim.de/;N/A
Daniel A. Keim;journals/tkde/KeimK96|journals/vldb/BerchtoldKK97|conf/icde/BerchtoldEKKS98|conf/icde/KeimKS94|conf/sigmod/BerchtoldBBKK97|conf/sigmod/Keim99|conf/sigmod/KeimK95|conf/vldb/BerchtoldKK96|conf/vldb/KeimH99|conf/pods/BerchtoldBKK97|conf/icdt/BerchtoldBKK01|conf/icdt/AggarwalHK01|journals/sigmod/Keim96|conf/ride/KeimKM93|conf/vdb/KeimK95|conf/btw/BerchtoldKK97|conf/coopis/KeimKM94|conf/sigmod/BerchtoldK98|conf/sigmod/Keim96|conf/vldb/HinneburgAK00|conf/dbvis/Keim95|conf/dexa/KeimKM93|conf/kdd/HinneburgK98|conf/ids/KeimL92;Universidad Tecnologica de la Mixteca;http://www.utm.mx/;N/A
Daniel A. Menascé;journals/tods/MenascePM80|conf/vldb/MenasceL80|conf/pods/MenasceN82|conf/ssdbm/KerschbergGMY96|journals/is/MenasceN82|journals/tse/MenasceM79|conf/berkeley/MenasceM78|conf/sigmod/MenascePM78|conf/srds/MenasceL81;Universidad Autónoma de Nuevo León;http://www.uanl.mx/;N/A
Daniel A. Nonen;conf/dagstuhl/JensenDBCEGGHJKKLMMNPPRSSSSSTTW97;Ecole Supérieure de Commerce de Toulouse;http://www.esc-toulouse.fr/;N/A
Daniel A. Reed;conf/ics/HuberCEBR95;International Culinary Institute (ICI);http://www.ici-luzern.com/;N/A
Daniel A. Spielman;conf/focs/SpielmanT96;Hamdan Bin Mohammed e-University;http://www.hbmeu.ac.ae/;N/A
Daniel Aebi;conf/adbis/Aebi97|conf/adb/AebiL94|conf/cismod/AebiP93;Guangzhou Automobile Industry Group;;N/A
Daniel Alexander Ford;journals/tkde/Ford97|conf/icde/FordM96|conf/sigmod/ChristodoulakisF88|conf/sigmod/Christodoulakis89|conf/vldb/FordC91|journals/tois/FordC91|journals/debu/ChristodoulakisEFHLLN88|conf/sigir/ChristodoulakisF89;Tabari Institute of Higher Education;http://www.tabari.ac.ir/ ;N/A
Daniel Andresen;journals/jpdc/AndresenYI97|conf/adl/AndresenYEIS96;University of Dallas;http://www.udallas.edu/;N/A
Daniel Barbará;journals/tkde/BarbaraGP92|journals/tods/AlonsoBG90|journals/vldb/BarbaraI95|journals/vldb/Barbara-MillaG94|journals/debu/BarbaraDFHHIJJNPRS97|journals/debu/BarbaraW99|conf/icde/AlonsoBC91|conf/icde/SalemBL92|conf/icde/AlonsoB89|conf/icde/ArefBJM95|conf/icde/BarbaraMV96|conf/icde/BarbaraCDGJKMTW93|conf/sigmod/BarbaraI94|conf/sigmod/ArefBV95|conf/edbt/BarbaraGJ00|conf/edbt/BarbardG92|conf/edbt/BarbaraGP90|conf/edbt/AlonsoBGA88|journals/tkde/Barbara99|journals/tc/BarbaraG87|journals/sigmod/BarbaraS97|journals/jacm/Garcia-MolinaB85|journals/tocs/BarbaraG86|journals/tocs/BarbaraGS89|journals/dc/BarbaraG86|conf/podc/BarbaraGS86|conf/wmrd/BarbaraG90|conf/dexa/BarbaraC93|conf/kdd/BarbaraW99|conf/icdcs/BarbaraGS86|conf/icdcs/BarbaraGF88|conf/icdcs/Garcia-MolinaB84|conf/icdcs/Barbara97;University of Adelaide;http://www.adelaide.edu.au/;N/A
Daniel Billsus;journals/aim/AckermanBGHKKKLLMOPSSY97|journals/ml/PazzaniB97;Arkansas State University, Mountain Home;http://www.asumh.edu/;N/A
Daniel Brand;journals/jacm/BrandZ83;Enel;;N/A
Daniel Bryce;conf/icde/BryceH86;Handelshochschule Leipzig;http://www.hhl.de/;N/A
Daniel C. Halbert;conf/oopsla/OBrienHK87;Karwan Institute of Higher Education;http://www.karwan.edu.af/;N/A
Daniel C. Kellem;conf/chi/BarrettMK97;Volkswagen Group;;N/A
Daniel C. St. Clair;conf/ssd/ScarponciniCZ95;Da-Yeh University;http://www.dyu.edu.tw/;conf/dood/Bry89|journals/mta/WuLMGN96|journals/jsc/LassezM92|conf/adbis/CalabrettoR97
Daniel C. Sturman;conf/podc/AguileraSSAC99|conf/icdcs/BanavarCMNSS99;Catholic University in Ruzomberok;http://www.ku.sk/;N/A
Daniel C. Swinehart;journals/tocs/TerryS88|journals/toplas/SwinehartZBH86|conf/podc/DemersGHIL87|conf/sosp/SwinehartMB79;St. Petersburg State Technical University;http://www.unilib.neva.ru/;N/A
Daniel D. Corkill;journals/tkde/DurfeeLC89|journals/tkde/Corkill91|journals/tc/DurfeeLC87|journals/aim/LesserC83|conf/aaai/CorkillLH82|conf/aaai/CorkillGM86|conf/ijcai/CorkillL83;University of Dallas;http://www.udallas.edu/;N/A
Daniel D. Frye;journals/ibmsj/SnirHFG95;College of St. Elizabeth;http://www.st-elizabeth.edu/;N/A
Daniel Dominic Sleator;journals/algorithmica/FredmanSST86|journals/algorithmica/KarlinMRS88|journals/cacm/SleatorT85|journals/cacm/BentleySTW86|journals/jal/FiatKLMSY91|journals/jacm/SleatorT85|journals/jcss/DriscollSST89|journals/jcss/SleatorT83|conf/stoc/ManasseMS88|conf/stoc/DietzS87|conf/stoc/SleatorT84|conf/stoc/DriscollSST86|conf/stoc/SleatorT83;University of Adelaide;http://www.adelaide.edu.au/;conf/ewdw/BasarabGNR94|conf/dasfaa/NepalRT99|conf/sigmod/Hardwick87|conf/sigmod/LacroixP80|conf/sp/DawsonVS99|journals/sigmod/NeuholdT92
Daniel Dreilinger;journals/aim/HoweD97|journals/tois/DreilingerH97;Ecole des Ingénieurs de la Ville de Paris;http://www.eivp-paris.fr/;journals/ai/FrischH94|conf/sigmod/Richard81
Daniel E. Atkins;journals/computer/AtkinsBDGMRSVWW96;Azerbaijan State Economic University;http://www.aseu.az/;N/A
Daniel E. Cooke;journals/tkde/Cooke90;Logan College of Chiropractic;http://www.logan.edu/;N/A
Daniel E. Geer Jr.;journals/computer/RubinG98;Universidad Albert Einstein;http://www.uae.edu.sv/;N/A
Daniel E. Rose;conf/cikm/RossBT95|conf/sigir/RoseMOPSW93;Prince Mohammad Bin Fahd University;http://www.pmu.edu.sa/;N/A
Daniel F. Lieuwen;conf/icde/Lieuwen98|conf/icde/LieuwenGA96|conf/sigmod/LieuwenD92|conf/sigmod/ColbyKLMR97|conf/vldb/JagadishLRSS94|conf/dbpl/LieuwenD91|conf/dbpl/KawaguchiLMR97|conf/icdt/KawaguchiLMQR97|journals/mta/BohannonLRSSS97|journals/tapos/GeppertBLR98|conf/views/KawaguchiLMR96|conf/pdis/DeWittLM93;Islamic Azad University, Najaf Abad;http://www.iaun.ac.ir/;N/A
Daniel Frank;conf/oodbs/CareyDFGMRS86;Plymouth State College;http://www.plymouth.edu/;N/A
Daniel G. Bobrow;journals/software/StefikBK86|journals/ai/BobrowKKNTW77|journals/ai/Bobrow84|journals/cacm/Bobrow75|journals/cacm/BobrowBMT72|journals/cacm/StefikFBKLS87|journals/cacm/BobrowW73|journals/cacm/GabrielWB91|journals/cacm/DeutschB76|journals/sigplan/BobrowMGKKM88|journals/csur/BobrowR74|journals/aim/StefikBMC83|journals/aim/StefikB86|journals/tois/StefikBFLT87|journals/cogsci/BobrowW77|journals/toplas/BobrowC79|journals/toplas/Bobrow80|conf/lfp/GoldsteinB80|conf/eds/BrodieBLMTH88|conf/aaai/GoldsteinB80|conf/oopsla/BobrowKKMSZ86|conf/oopsla/MittalBK86;Sree Rama Krishna Degree College;http://www.srkdc.org/;N/A
Daniel G. Keehn;journals/ibmsj/KeehnL74;Southeastern Oklahoma State University;http://www.sosu.edu/;N/A
Daniel G. Saab;conf/icde/MouradFS92;Bayer;;N/A
Daniel G. Shapiro;journals/tse/McCuneTDS85;Quantum-Veritas International University;http://www.qvius.edu/;N/A
Daniel Gajski;journals/tods/KimGK84|conf/isca/GajskiKF84;Sinomach;;N/A
Daniel Goldschmidt;conf/jcdkb/GoldschmidtR78;Belarussian State Technological University;http://www.bstu.unibel.by/;N/A
